cos_theta_center,cos_theta_det_center,counts,omega
0.5850000000,0.7750000000,18013,0.0003602600
0.5850000000,0.8250000000,19932,0.0003986400
0.5850000000,0.8750000000,23549,0.0004709800
0.5850000000,0.9250000000,31452,0.0006290400
0.5850000000,0.9750000000,57511,0.0011502200
0.5950000000,0.0250000000,0,0.0000000000
0.5950000000,0.0750000000,0,0.0000000000
0.5950000000,0.1250000000,0,0.0000000000
0.5950000000,0.1750000000,0,0.0000000000
0.5950000000,0.2250000000,2488,0.0000497600
0.5950000000,0.2750000000,8962,0.0001792400
0.5950000000,0.3250000000,12664,0.0002532800
0.5950000000,0.3750000000,14054,0.0002810800
0.5950000000,0.4250000000,14007,0.0002801400
0.5950000000,0.4750000000,14118,0.0002823600
0.5950000000,0.5250000000,14253,0.0002850600
0.5950000000,0.5750000000,14564,0.0002912800
0.5950000000,0.6250000000,15045,0.0003009000
0.5950000000,0.6750000000,15800,0.0003160000
0.5950000000,0.7250000000,16737,0.0003347400
0.5950000000,0.7750000000,17859,0.0003571800
0.5950000000,0.8250000000,19828,0.0003965600
0.5950000000,0.8750000000,23291,0.0004658200
0.5950000000,0.9250000000,31156,0.0006231200
0.5950000000,0.9750000000,59104,0.0011820800
0.6050000000,0.0250000000,0,0.0000000000
0.6050000000,0.0750000000,0,0.0000000000
0.6050000000,0.1250000000,0,0.0000000000
0.6050000000,0.1750000000,0,0.0000000000
0.6050000000,0.2250000000,2928,0.0000585600
0.6050000000,0.2750000000,9575,0.0001915000
0.6050000000,0.3250000000,13042,0.0002608400
0.6050000000,0.3750000000,14241,0.0002848200
0.6050000000,0.4250000000,14164,0.0002832800
0.6050000000,0.4750000000,14260,0.0002852000
0.6050000000,0.5250000000,14474,0.0002894800
0.6050000000,0.5750000000,14646,0.0002929200
0.6050000000,0.6250000000,15168,0.0003033600
0.6050000000,0.6750000000,15677,0.0003135400
0.6050000000,0.7250000000,16788,0.0003357600
0.6050000000,0.7750000000,18078,0.0003615600
0.6050000000,0.8250000000,20071,0.0004014200
0.6050000000,0.8750000000,23329,0.0004665800
0.6050000000,0.9250000000,30439,0.0006087800
0.6050000000,0.9750000000,61170,0.0012234000
0.6150000000,0.0250000000,0,0.0000000000
0.6150000000,0.0750000000,0,0.0000000000
0.6150000000,0.1250000000,0,0.0000000000
0.6150000000,0.1750000000,0,0.0000000000
0.6150000000,0.2250000000,3520,0.0000704000
0.6150000000,0.2750000000,10033,0.0002006600
0.6150000000,0.3250000000,13643,0.0002728600
0.6150000000,0.3750000000,14242,0.0002848400
0.6150000000,0.4250000000,14188,0.0002837600
0.6150000000,0.4750000000,14241,0.0002848200
0.6150000000,0.5250000000,14401,0.0002880200
0.6150000000,0.5750000000,14851,0.0002970200
0.6150000000,0.6250000000,15228,0.0003045600
0.6150000000,0.6750000000,15886,0.0003177200
0.6150000000,0.7250000000,16956,0.0003391200
0.6150000000,0.7750000000,18238,0.0003647600
0.6150000000,0.8250000000,19897,0.0003979400
0.6150000000,0.8750000000,23570,0.0004714000
0.6150000000,0.9250000000,30300,0.0006060000
0.6150000000,0.9750000000,62625,0.0012525000
0.6250000000,0.0250000000,0,0.0000000000
0.6250000000,0.0750000000,0,0.0000000000
0.6250000000,0.1250000000,0,0.0000000000
0.6250000000,0.1750000000,13,0.0000002600
0.6250000000,0.2250000000,4075,0.0000815000
0.6250000000,0.2750000000,10695,0.0002139000
0.6250000000,0.3250000000,14033,0.0002806600
0.6250000000,0.3750000000,14584,0.0002916800
0.6250000000,0.4250000000,14189,0.0002837800
0.6250000000,0.4750000000,14108,0.0002821600
0.6250000000,0.5250000000,14880,0.0002976000
0.6250000000,0.5750000000,14614,0.0002922800
0.6250000000,0.6250000000,15408,0.0003081600
0.6250000000,0.6750000000,15846,0.0003169200
0.6250000000,0.7250000000,16779,0.0003355800
0.6250000000,0.7750000000,18145,0.0003629000
0.6250000000,0.8250000000,20135,0.0004027000
0.6250000000,0.8750000000,23425,0.0004685000
0.6250000000,0.9250000000,30340,0.0006068000
0.6250000000,0.9750000000,63650,0.0012730000
0.6350000000,0.0250000000,0,0.0000000000
0.6350000000,0.0750000000,0,0.0000000000
0.6350000000,0.1250000000,0,0.0000000000
0.6350000000,0.1750000000,68,0.0000013600
0.6350000000,0.2250000000,4629,0.0000925800
0.6350000000,0.2750000000,11551,0.0002310200
0.6350000000,0.3250000000,14154,0.0002830800
0.6350000000,0.3750000000,14807,0.0002961400
0.6350000000,0.4250000000,14646,0.0002929200
0.6350000000,0.4750000000,14595,0.0002919000
0.6350000000,0.5250000000,14906,0.0002981200
0.6350000000,0.5750000000,14973,0.0002994600
0.6350000000,0.6250000000,15504,0.0003100800
0.6350000000,0.6750000000,15765,0.0003153000
0.6350000000,0.7250000000,16952,0.0003390400
0.6350000000,0.7750000000,18317,0.0003663400
0.6350000000,0.8250000000,20113,0.0004022600
0.6350000000,0.8750000000,23562,0.0004712400
0.6350000000,0.9250000000,30408,0.0006081600
0.6350000000,0.9750000000,64944,0.0012988800
0.6450000000,0.0250000000,0,0.0000000000
0.6450000000,0.0750000000,0,0.0000000000
0.6450000000,0.1250000000,0,0.0000000000
0.6450000000,0.1750000000,133,0.0000026600
0.6450000000,0.2250000000,5145,0.0001029000
0.6450000000,0.2750000000,12160,0.0002432000
0.6450000000,0.3250000000,14736,0.0002947200
0.6450000000,0.3750000000,14937,0.0002987400
0.6450000000,0.4250000000,14698,0.0002939600
0.6450000000,0.4750000000,14684,0.0002936800
0.6450000000,0.5250000000,14784,0.0002956800
0.6450000000,0.5750000000,14948,0.0002989600
0.6450000000,0.6250000000,15595,0.0003119000
0.6450000000,0.6750000000,16019,0.0003203800
0.6450000000,0.7250000000,17003,0.0003400600
0.6450000000,0.7750000000,18191,0.0003638200
0.6450000000,0.8250000000,20264,0.0004052800
0.6450000000,0.8750000000,23281,0.0004656200
0.6450000000,0.9250000000,30626,0.0006125200
0.6450000000,0.9750000000,66522,0.0013304400
0.6550000000,0.0250000000,0,0.0000000000
0.6550000000,0.0750000000,0,0.0000000000
0.6550000000,0.1250000000,0,0.0000000000
0.6550000000,0.1750000000,237,0.0000047400
0.6550000000,0.2250000000,5758,0.0001151600
0.6550000000,0.2750000000,12911,0.0002582200
0.6550000000,0.3250000000,15139,0.0003027800
0.6550000000,0.3750000000,15295,0.0003059000
0.6550000000,0.4250000000,15126,0.0003025200
0.6550000000,0.4750000000,14882,0.0002976400
0.6550000000,0.5250000000,15086,0.0003017200
0.6550000000,0.5750000000,15328,0.0003065600
0.6550000000,0.6250000000,15651,0.0003130200
0.6550000000,0.6750000000,16104,0.0003220800
0.6550000000,0.7250000000,17007,0.0003401400
0.6550000000,0.7750000000,18261,0.0003652200
0.6550000000,0.8250000000,20391,0.0004078200
0.6550000000,0.8750000000,23278,0.0004655600
0.6550000000,0.9250000000,30157,0.0006031400
0.6550000000,0.9750000000,67490,0.0013498000
0.6650000000,0.0250000000,0,0.0000000000
0.6650000000,0.0750000000,0,0.0000000000
0.6650000000,0.1250000000,0,0.0000000000
0.6650000000,0.1750000000,332,0.0000066400
0.6650000000,0.2250000000,6203,0.0001240600
0.6650000000,0.2750000000,13454,0.0002690800
0.6650000000,0.3250000000,15449,0.0003089800
0.6650000000,0.3750000000,15204,0.0003040800
0.6650000000,0.4250000000,15132,0.0003026400
0.6650000000,0.4750000000,15244,0.0003048800
0.6650000000,0.5250000000,15117,0.0003023400
0.6650000000,0.5750000000,15366,0.0003073200
0.6650000000,0.6250000000,15860,0.0003172000
0.6650000000,0.6750000000,16194,0.0003238800
0.6650000000,0.7250000000,17378,0.0003475600
0.6650000000,0.7750000000,18602,0.0003720400
0.6650000000,0.8250000000,20317,0.0004063400
0.6650000000,0.8750000000,23374,0.0004674800
0.6650000000,0.9250000000,30040,0.0006008000
0.6650000000,0.9750000000,68675,0.0013735000
0.6750000000,0.0250000000,0,0.0000000000
0.6750000000,0.0750000000,0,0.0000000000
0.6750000000,0.1250000000,0,0.0000000000
0.6750000000,0.1750000000,466,0.0000093200
0.6750000000,0.2250000000,6670,0.0001334000
0.6750000000,0.2750000000,13996,0.0002799200
0.6750000000,0.3250000000,15795,0.0003159000
0.6750000000,0.3750000000,15401,0.0003080200
0.6750000000,0.4250000000,15321,0.0003064200
0.6750000000,0.4750000000,15197,0.0003039400
0.6750000000,0.5250000000,15349,0.0003069800
0.6750000000,0.5750000000,15553,0.0003110600
0.6750000000,0.6250000000,16116,0.0003223200
0.6750000000,0.6750000000,16313,0.0003262600
0.6750000000,0.7250000000,17414,0.0003482800
0.6750000000,0.7750000000,18524,0.0003704800
0.6750000000,0.8250000000,20604,0.0004120800
0.6750000000,0.8750000000,23856,0.0004771200
0.6750000000,0.9250000000,30255,0.0006051000
0.6750000000,0.9750000000,69301,0.0013860200
0.6850000000,0.0250000000,0,0.0000000000
0.6850000000,0.0750000000,0,0.0000000000
0.6850000000,0.1250000000,0,0.0000000000
0.6850000000,0.1750000000,482,0.0000096400
0.6850000000,0.2250000000,7155,0.0001431000
0.6850000000,0.2750000000,14663,0.0002932600
0.6850000000,0.3250000000,16132,0.0003226400
0.6850000000,0.3750000000,15818,0.0003163600
0.6850000000,0.4250000000,15531,0.0003106200
0.6850000000,0.4750000000,15554,0.0003110800
0.6850000000,0.5250000000,15359,0.0003071800
0.6850000000,0.5750000000,15645,0.0003129000
0.6850000000,0.6250000000,16085,0.0003217000
0.6850000000,0.6750000000,16523,0.0003304600
0.6850000000,0.7250000000,17398,0.0003479600
0.6850000000,0.7750000000,18753,0.0003750600
0.6850000000,0.8250000000,20696,0.0004139200
0.6850000000,0.8750000000,23971,0.0004794200
0.6850000000,0.9250000000,30133,0.0006026600
0.6850000000,0.9750000000,69681,0.0013936200
0.6950000000,0.0250000000,0,0.0000000000
0.6950000000,0.0750000000,0,0.0000000000
0.6950000000,0.1250000000,0,0.0000000000
0.6950000000,0.1750000000,499,0.0000099800
0.6950000000,0.2250000000,7887,0.0001577400
0.6950000000,0.2750000000,15454,0.0003090800
0.6950000000,0.3250000000,16688,0.0003337600
0.6950000000,0.3750000000,15992,0.0003198400
0.6950000000,0.4250000000,15813,0.0003162600
0.6950000000,0.4750000000,15464,0.0003092800
0.6950000000,0.5250000000,15838,0.0003167600
0.6950000000,0.5750000000,15627,0.0003125400
0.6950000000,0.6250000000,16286,0.0003257200
0.6950000000,0.6750000000,16553,0.0003310600
0.6950000000,0.7250000000,17824,0.0003564800
0.6950000000,0.7750000000,19017,0.0003803400
0.6950000000,0.8250000000,20782,0.0004156400
0.6950000000,0.8750000000,24171,0.0004834200
0.6950000000,0.9250000000,30515,0.0006103000
0.6950000000,0.9750000000,71009,0.0014201800
0.7050000000,0.0250000000,0,0.0000000000
0.7050000000,0.0750000000,0,0.0000000000
0.7050000000,0.1250000000,0,0.0000000000
0.7050000000,0.1750000000,441,0.0000088200
0.7050000000,0.2250000000,8011,0.0001602200
0.7050000000,0.2750000000,16098,0.0003219600
0.7050000000,0.3250000000,16720,0.0003344000
0.7050000000,0.3750000000,16494,0.0003298800
0.7050000000,0.4250000000,16017,0.0003203400
0.7050000000,0.4750000000,15838,0.0003167600
0.7050000000,0.5250000000,15924,0.0003184800
0.7050000000,0.5750000000,16223,0.0003244600
0.7050000000,0.6250000000,16345,0.0003269000
0.7050000000,0.6750000000,17045,0.0003409000
0.7050000000,0.7250000000,17872,0.0003574400
0.7050000000,0.7750000000,19089,0.0003817800
0.7050000000,0.8250000000,20848,0.0004169600
0.7050000000,0.8750000000,24159,0.0004831800
0.7050000000,0.9250000000,30636,0.0006127200
0.7050000000,0.9750000000,71934,0.0014386800
0.7150000000,0.0250000000,0,0.0000000000
0.7150000000,0.0750000000,0,0.0000000000
0.7150000000,0.1250000000,0,0.0000000000
0.7150000000,0.1750000000,415,0.0000083000
0.7150000000,0.2250000000,8567,0.0001713400
0.7150000000,0.2750000000,16662,0.0003332400
0.7150000000,0.3250000000,17154,0.0003430800
0.7150000000,0.3750000000,16923,0.0003384600
0.7150000000,0.4250000000,16392,0.0003278400
0.7150000000,0.4750000000,15969,0.0003193800
0.7150000000,0.5250000000,16330,0.0003266000
0.7150000000,0.5750000000,16161,0.0003232200
0.7150000000,0.6250000000,16639,0.0003327800
0.7150000000,0.6750000000,17086,0.0003417200
0.7150000000,0.7250000000,18047,0.0003609400
0.7150000000,0.7750000000,19141,0.0003828200
0.7150000000,0.8250000000,20949,0.0004189800
0.7150000000,0.8750000000,24298,0.0004859600
0.7150000000,0.9250000000,30787,0.0006157400
0.7150000000,0.9750000000,72522,0.0014504400
0.7250000000,0.0250000000,0,0.0000000000
0.7250000000,0.0750000000,0,0.0000000000
0.7250000000,0.1250000000,0,0.0000000000
0.7250000000,0.1750000000,275,0.0000055000
0.7250000000,0.2250000000,8689,0.0001737800
0.7250000000,0.2750000000,17177,0.0003435400
0.7250000000,0.3250000000,17584,0.0003516800
0.7250000000,0.3750000000,17069,0.0003413800
0.7250000000,0.4250000000,16506,0.0003301200
0.7250000000,0.4750000000,16308,0.0003261600
0.7250000000,0.5250000000,16419,0.0003283800
0.7250000000,0.5750000000,16459,0.0003291800
0.7250000000,0.6250000000,16909,0.0003381800
0.7250000000,0.6750000000,17447,0.0003489400
0.7250000000,0.7250000000,18096,0.0003619200
0.7250000000,0.7750000000,19533,0.0003906600
0.7250000000,0.8250000000,21351,0.0004270200
0.7250000000,0.8750000000,24653,0.0004930600
0.7250000000,0.9250000000,31434,0.0006286800
0.7250000000,0.9750000000,72828,0.0014565600
0.7350000000,0.0250000000,0,0.0000000000
0.7350000000,0.0750000000,0,0.0000000000
0.7350000000,0.1250000000,0,0.0000000000
0.7350000000,0.1750000000,233,0.0000046600
0.7350000000,0.2250000000,9127,0.0001825400
0.7350000000,0.2750000000,17404,0.0003480800
0.7350000000,0.3250000000,18213,0.0003642600
0.7350000000,0.3750000000,17456,0.0003491200
0.7350000000,0.4250000000,17135,0.0003427000
0.7350000000,0.4750000000,16734,0.0003346800
0.7350000000,0.5250000000,16638,0.0003327600
0.7350000000,0.5750000000,16498,0.0003299600
0.7350000000,0.6250000000,16948,0.0003389600
0.7350000000,0.6750000000,17439,0.0003487800
0.7350000000,0.7250000000,18496,0.0003699200
0.7350000000,0.7750000000,19838,0.0003967600
0.7350000000,0.8250000000,21624,0.0004324800
0.7350000000,0.8750000000,24758,0.0004951600
0.7350000000,0.9250000000,31458,0.0006291600
0.7350000000,0.9750000000,72814,0.0014562800
0.7450000000,0.0250000000,0,0.0000000000
0.7450000000,0.0750000000,0,0.0000000000
0.7450000000,0.1250000000,0,0.0000000000
0.7450000000,0.1750000000,134,0.0000026800
0.7450000000,0.2250000000,9635,0.0001927000
0.7450000000,0.2750000000,17793,0.0003558600
0.7450000000,0.3250000000,18781,0.0003756200
0.7450000000,0.3750000000,17843,0.0003568600
0.7450000000,0.4250000000,17327,0.0003465400
0.7450000000,0.4750000000,16940,0.0003388000
0.7450000000,0.5250000000,16767,0.0003353400
0.7450000000,0.5750000000,16848,0.0003369600
0.7450000000,0.6250000000,17245,0.0003449000
0.7450000000,0.6750000000,17635,0.0003527000
0.7450000000,0.7250000000,18404,0.0003680800
0.7450000000,0.7750000000,19748,0.0003949600
0.7450000000,0.8250000000,21805,0.0004361000
0.7450000000,0.8750000000,25192,0.0005038400
0.7450000000,0.9250000000,31891,0.0006378200
0.7450000000,0.9750000000,72550,0.0014510000
0.7550000000,0.0250000000,0,0.0000000000
0.7550000000,0.0750000000,0,0.0000000000
0.7550000000,0.1250000000,0,0.0000000000
0.7550000000,0.1750000000,53,0.0000010600
0.7550000000,0.2250000000,9378,0.0001875600
0.7550000000,0.2750000000,18038,0.0003607600
0.7550000000,0.3250000000,19234,0.0003846800
0.7550000000,0.3750000000,18334,0.0003666800
0.7550000000,0.4250000000,17879,0.0003575800
0.7550000000,0.4750000000,17057,0.0003411400
0.7550000000,0.5250000000,17228,0.0003445600
0.7550000000,0.5750000000,17114,0.0003422800
0.7550000000,0.6250000000,17521,0.0003504200
0.7550000000,0.6750000000,17815,0.0003563000
0.7550000000,0.7250000000,18717,0.0003743400
0.7550000000,0.7750000000,19963,0.0003992600
0.7550000000,0.8250000000,22058,0.0004411600
0.7550000000,0.8750000000,25591,0.0005118200
0.7550000000,0.9250000000,32432,0.0006486400
0.7550000000,0.9750000000,72562,0.0014512400
0.7650000000,0.0250000000,0,0.0000000000
0.7650000000,0.0750000000,0,0.0000000000
0.7650000000,0.1250000000,0,0.0000000000
0.7650000000,0.1750000000,4,0.0000000800
0.7650000000,0.2250000000,8938,0.0001787600
0.7650000000,0.2750000000,18504,0.0003700800
0.7650000000,0.3250000000,19840,0.0003968000
0.7650000000,0.3750000000,18987,0.0003797400
0.7650000000,0.4250000000,18156,0.0003631200
0.7650000000,0.4750000000,17636,0.0003527200
0.7650000000,0.5250000000,17246,0.0003449200
0.7650000000,0.5750000000,17336,0.0003467200
0.7650000000,0.6250000000,17828,0.0003565600
0.7650000000,0.6750000000,18389,0.0003677800
0.7650000000,0.7250000000,19243,0.0003848600
0.7650000000,0.7750000000,20408,0.0004081600
0.7650000000,0.8250000000,22411,0.0004482200
0.7650000000,0.8750000000,25689,0.0005137800
0.7650000000,0.9250000000,32781,0.0006556200
0.7650000000,0.9750000000,72395,0.0014479000
0.7750000000,0.0250000000,0,0.0000000000
0.7750000000,0.0750000000,0,0.0000000000
0.7750000000,0.1250000000,0,0.0000000000
0.7750000000,0.1750000000,0,0.0000000000
0.7750000000,0.2250000000,8634,0.0001726800
0.7750000000,0.2750000000,18498,0.0003699600
0.7750000000,0.3250000000,20565,0.0004113000
0.7750000000,0.3750000000,19365,0.0003873000
0.7750000000,0.4250000000,18404,0.0003680800
0.7750000000,0.4750000000,18160,0.0003632000
0.7750000000,0.5250000000,17761,0.0003552200
0.7750000000,0.5750000000,17618,0.0003523600
0.7750000000,0.6250000000,18133,0.0003626600
0.7750000000,0.6750000000,18568,0.0003713600
0.7750000000,0.7250000000,19663,0.0003932600
0.7750000000,0.7750000000,20779,0.0004155800
0.7750000000,0.8250000000,22846,0.0004569200
0.7750000000,0.8750000000,26231,0.0005246200
0.7750000000,0.9250000000,33698,0.0006739600
0.7750000000,0.9750000000,71726,0.0014345200
0.7850000000,0.0250000000,0,0.0000000000
0.7850000000,0.0750000000,0,0.0000000000
0.7850000000,0.1250000000,0,0.0000000000
0.7850000000,0.1750000000,0,0.0000000000
0.7850000000,0.2250000000,8274,0.0001654800
0.7850000000,0.2750000000,19103,0.0003820600
0.7850000000,0.3250000000,21171,0.0004234200
0.7850000000,0.3750000000,19784,0.0003956800
0.7850000000,0.4250000000,19293,0.0003858600
0.7850000000,0.4750000000,18599,0.0003719800
0.7850000000,0.5250000000,18323,0.0003664600
0.7850000000,0.5750000000,17927,0.0003585400
0.7850000000,0.6250000000,18609,0.0003721800
0.7850000000,0.6750000000,18748,0.0003749600
0.7850000000,0.7250000000,19937,0.0003987400
0.7850000000,0.7750000000,21218,0.0004243600
0.7850000000,0.8250000000,23376,0.0004675200
0.7850000000,0.8750000000,26521,0.0005304200
0.7850000000,0.9250000000,34861,0.0006972200
0.7850000000,0.9750000000,70994,0.0014198800
0.7950000000,0.0250000000,0,0.0000000000
0.7950000000,0.0750000000,0,0.0000000000
0.7950000000,0.1250000000,0,0.0000000000
0.7950000000,0.1750000000,0,0.0000000000
0.7950000000,0.2250000000,7740,0.0001548000
0.7950000000,0.2750000000,19519,0.0003903800
0.7950000000,0.3250000000,21881,0.0004376200
0.7950000000,0.3750000000,20443,0.0004088600
0.7950000000,0.4250000000,19404,0.0003880800
0.7950000000,0.4750000000,18877,0.0003775400
0.7950000000,0.5250000000,18846,0.0003769200
0.7950000000,0.5750000000,18477,0.0003695400
0.7950000000,0.6250000000,18644,0.0003728800
0.7950000000,0.6750000000,19100,0.0003820000
0.7950000000,0.7250000000,20171,0.0004034200
0.7950000000,0.7750000000,21265,0.0004253000
0.7950000000,0.8250000000,23554,0.0004710800
0.7950000000,0.8750000000,27219,0.0005443800
0.7950000000,0.9250000000,35180,0.0007036000
0.7950000000,0.9750000000,70231,0.0014046200
0.8050000000,0.0250000000,0,0.0000000000
0.8050000000,0.0750000000,0,0.0000000000
0.8050000000,0.1250000000,0,0.0000000000
0.8050000000,0.1750000000,0,0.0000000000
0.8050000000,0.2250000000,7508,0.0001501600
0.8050000000,0.2750000000,20110,0.0004022000
0.8050000000,0.3250000000,23229,0.0004645800
0.8050000000,0.3750000000,21255,0.0004251000
0.8050000000,0.4250000000,20172,0.0004034400
0.8050000000,0.4750000000,19410,0.0003882000
0.8050000000,0.5250000000,19062,0.0003812400
0.8050000000,0.5750000000,18800,0.0003760000
0.8050000000,0.6250000000,19089,0.0003817800
0.8050000000,0.6750000000,19497,0.0003899400
0.8050000000,0.7250000000,20375,0.0004075000
0.8050000000,0.7750000000,21614,0.0004322800
0.8050000000,0.8250000000,24094,0.0004818800
0.8050000000,0.8750000000,27793,0.0005558600
0.8050000000,0.9250000000,36549,0.0007309800
0.8050000000,0.9750000000,69351,0.0013870200
0.8150000000,0.0250000000,0,0.0000000000
0.8150000000,0.0750000000,0,0.0000000000
0.8150000000,0.1250000000,0,0.0000000000
0.8150000000,0.1750000000,0,0.0000000000
0.8150000000,0.2250000000,7474,0.0001494800
0.8150000000,0.2750000000,20916,0.0004183200
0.8150000000,0.3250000000,24205,0.0004841000
0.8150000000,0.3750000000,22288,0.0004457600
0.8150000000,0.4250000000,20955,0.0004191000
0.8150000000,0.4750000000,19859,0.0003971800
0.8150000000,0.5250000000,19643,0.0003928600
0.8150000000,0.5750000000,19247,0.0003849400
0.8150000000,0.6250000000,19589,0.0003917800
0.8150000000,0.6750000000,19998,0.0003999600
0.8150000000,0.7250000000,20766,0.0004153200
0.8150000000,0.7750000000,22179,0.0004435800
0.8150000000,0.8250000000,24576,0.0004915200
0.8150000000,0.8750000000,28892,0.0005778400
0.8150000000,0.9250000000,38155,0.0007631000
0.8150000000,0.9750000000,67099,0.0013419800
0.8250000000,0.0250000000,0,0.0000000000
0.8250000000,0.0750000000,0,0.0000000000
0.8250000000,0.1250000000,0,0.0000000000
0.8250000000,0.1750000000,0,0.0000000000
0.8250000000,0.2250000000,7230,0.0001446000
0.8250000000,0.2750000000,22045,0.0004409000
0.8250000000,0.3250000000,25239,0.0005047800
0.8250000000,0.3750000000,23603,0.0004720600
0.8250000000,0.4250000000,21457,0.0004291400
0.8250000000,0.4750000000,20887,0.0004177400
0.8250000000,0.5250000000,19994,0.0003998800
0.8250000000,0.5750000000,19981,0.0003996200
0.8250000000,0.6250000000,19947,0.0003989400
0.8250000000,0.6750000000,20531,0.0004106200
0.8250000000,0.7250000000,21647,0.0004329400
0.8250000000,0.7750000000,22622,0.0004524400
0.8250000000,0.8250000000,24949,0.0004989800
0.8250000000,0.8750000000,29458,0.0005891600
0.8250000000,0.9250000000,39298,0.0007859600
0.8250000000,0.9750000000,64952,0.0012990400
0.8350000000,0.0250000000,0,0.0000000000
0.8350000000,0.0750000000,0,0.0000000000
0.8350000000,0.1250000000,0,0.0000000000
0.8350000000,0.1750000000,0,0.0000000000
0.8350000000,0.2250000000,7518,0.0001503600
0.8350000000,0.2750000000,23819,0.0004763800
0.8350000000,0.3250000000,26896,0.0005379200
0.8350000000,0.3750000000,24733,0.0004946600
0.8350000000,0.4250000000,22830,0.0004566000
0.8350000000,0.4750000000,21525,0.0004305000
0.8350000000,0.5250000000,20653,0.0004130600
0.8350000000,0.5750000000,20519,0.0004103800
0.8350000000,0.6250000000,20638,0.0004127600
0.8350000000,0.6750000000,21097,0.0004219400
0.8350000000,0.7250000000,21950,0.0004390000
0.8350000000,0.7750000000,23189,0.0004637800
0.8350000000,0.8250000000,25890,0.0005178000
0.8350000000,0.8750000000,30335,0.0006067000
0.8350000000,0.9250000000,40918,0.0008183600
0.8350000000,0.9750000000,62302,0.0012460400
0.8450000000,0.0250000000,0,0.0000000000
0.8450000000,0.0750000000,0,0.0000000000
0.8450000000,0.1250000000,0,0.0000000000
0.8450000000,0.1750000000,0,0.0000000000
0.8450000000,0.2250000000,9557,0.0001911400
0.8450000000,0.2750000000,26649,0.0005329800
0.8450000000,0.3250000000,29026,0.0005805200
0.8450000000,0.3750000000,26141,0.0005228200
0.8450000000,0.4250000000,23781,0.0004756200
0.8450000000,0.4750000000,22185,0.0004437000
0.8450000000,0.5250000000,21437,0.0004287400
0.8450000000,0.5750000000,21395,0.0004279000
0.8450000000,0.6250000000,21268,0.0004253600
0.8450000000,0.6750000000,21730,0.0004346000
0.8450000000,0.7250000000,22263,0.0004452600
0.8450000000,0.7750000000,24119,0.0004823800
0.8450000000,0.8250000000,26211,0.0005242200
0.8450000000,0.8750000000,31119,0.0006223800
0.8450000000,0.9250000000,43796,0.0008759200
0.8450000000,0.9750000000,58897,0.0011779400
0.8550000000,0.0250000000,0,0.0000000000
0.8550000000,0.0750000000,0,0.0000000000
0.8550000000,0.1250000000,0,0.0000000000
0.8550000000,0.1750000000,0,0.0000000000
0.8550000000,0.2250000000,10976,0.0002195200
0.8550000000,0.2750000000,32004,0.0006400800
0.8550000000,0.3250000000,31539,0.0006307800
0.8550000000,0.3750000000,27968,0.0005593600
0.8550000000,0.4250000000,24967,0.0004993400
0.8550000000,0.4750000000,23131,0.0004626200
0.8550000000,0.5250000000,22110,0.0004422000
0.8550000000,0.5750000000,21691,0.0004338200
0.8550000000,0.6250000000,21873,0.0004374600
0.8550000000,0.6750000000,22048,0.0004409600
0.8550000000,0.7250000000,22874,0.0004574800
0.8550000000,0.7750000000,24561,0.0004912200
0.8550000000,0.8250000000,27151,0.0005430200
0.8550000000,0.8750000000,32773,0.0006554600
0.8550000000,0.9250000000,47028,0.0009405600
0.8550000000,0.9750000000,54562,0.0010912400
0.8650000000,0.0250000000,0,0.0000000000
0.8650000000,0.0750000000,0,0.0000000000
0.8650000000,0.1250000000,0,0.0000000000
0.8650000000,0.1750000000,0,0.0000000000
0.8650000000,0.2250000000,659,0.0000131800
0.8650000000,0.2750000000,44225,0.0008845000
0.8650000000,0.3250000000,35660,0.0007132000
0.8650000000,0.3750000000,30364,0.0006072800
0.8650000000,0.4250000000,26535,0.0005307000
0.8650000000,0.4750000000,24299,0.0004859800
0.8650000000,0.5250000000,22887,0.0004577400
0.8650000000,0.5750000000,22617,0.0004523400
0.8650000000,0.6250000000,22200,0.0004440000
0.8650000000,0.6750000000,22842,0.0004568400
0.8650000000,0.7250000000,23588,0.0004717600
0.8650000000,0.7750000000,25446,0.0005089200
0.8650000000,0.8250000000,28235,0.0005647000
0.8650000000,0.8750000000,33790,0.0006758000
0.8650000000,0.9250000000,50665,0.0010133000
0.8650000000,0.9750000000,48303,0.0009660600
0.8750000000,0.0250000000,0,0.0000000000
0.8750000000,0.0750000000,0,0.0000000000
0.8750000000,0.1250000000,0,0.0000000000
0.8750000000,0.1750000000,0,0.0000000000
0.8750000000,0.2250000000,0,0.0000000000
0.8750000000,0.2750000000,38587,0.0007717400
0.8750000000,0.3250000000,42811,0.0008562200
0.8750000000,0.3750000000,33175,0.0006635000
0.8750000000,0.4250000000,28258,0.0005651600
0.8750000000,0.4750000000,25602,0.0005120400
0.8750000000,0.5250000000,24270,0.0004854000
0.8750000000,0.5750000000,23319,0.0004663800
0.8750000000,0.6250000000,23349,0.0004669800
0.8750000000,0.6750000000,23627,0.0004725400
0.8750000000,0.7250000000,24544,0.0004908800
0.8750000000,0.7750000000,26091,0.0005218200
0.8750000000,0.8250000000,29484,0.0005896800
0.8750000000,0.8750000000,35679,0.0007135800
0.8750000000,0.9250000000,56119,0.0011223800
0.8750000000,0.9750000000,40533,0.0008106600
0.8850000000,0.0250000000,0,0.0000000000
0.8850000000,0.0750000000,0,0.0000000000
