cos_theta_center,cos_theta_det_center,counts,omega
0.2950000000,0.3250000000,11570,0.0002314000
0.2950000000,0.3750000000,18882,0.0003776400
0.2950000000,0.4250000000,27926,0.0005585200
0.2950000000,0.4750000000,29717,0.0005943400
0.2950000000,0.5250000000,13480,0.0002696000
0.2950000000,0.5750000000,14105,0.0002821000
0.2950000000,0.6250000000,15056,0.0003011200
0.2950000000,0.6750000000,16086,0.0003217200
0.2950000000,0.7250000000,18141,0.0003628200
0.2950000000,0.7750000000,21720,0.0004344000
0.2950000000,0.8250000000,29116,0.0005823200
0.2950000000,0.8750000000,50633,0.0010126600
0.2950000000,0.9250000000,0,0.0000000000
0.2950000000,0.9750000000,0,0.0000000000
0.3050000000,0.0250000000,0,0.0000000000
0.3050000000,0.0750000000,0,0.0000000000
0.3050000000,0.1250000000,0,0.0000000000
0.3050000000,0.1750000000,0,0.0000000000
0.3050000000,0.2250000000,0,0.0000000000
0.3050000000,0.2750000000,2551,0.0000510200
0.3050000000,0.3250000000,11110,0.0002222000
0.3050000000,0.3750000000,18851,0.0003770200
0.3050000000,0.4250000000,30094,0.0006018800
0.3050000000,0.4750000000,23859,0.0004771800
0.3050000000,0.5250000000,13300,0.0002660000
0.3050000000,0.5750000000,13995,0.0002799000
0.3050000000,0.6250000000,14898,0.0002979600
0.3050000000,0.6750000000,16236,0.0003247200
0.3050000000,0.7250000000,18049,0.0003609800
0.3050000000,0.7750000000,21176,0.0004235200
0.3050000000,0.8250000000,28185,0.0005637000
0.3050000000,0.8750000000,54491,0.0010898200
0.3050000000,0.9250000000,0,0.0000000000
0.3050000000,0.9750000000,0,0.0000000000
0.3150000000,0.0250000000,0,0.0000000000
0.3150000000,0.0750000000,0,0.0000000000
0.3150000000,0.1250000000,0,0.0000000000
0.3150000000,0.1750000000,0,0.0000000000
0.3150000000,0.2250000000,0,0.0000000000
0.3150000000,0.2750000000,2226,0.0000445200
0.3150000000,0.3250000000,10876,0.0002175200
0.3150000000,0.3750000000,18878,0.0003775600
0.3150000000,0.4250000000,35338,0.0007067600
0.3150000000,0.4750000000,14324,0.0002864800
0.3150000000,0.5250000000,13297,0.0002659400
0.3150000000,0.5750000000,13997,0.0002799400
0.3150000000,0.6250000000,14658,0.0002931600
0.3150000000,0.6750000000,16195,0.0003239000
0.3150000000,0.7250000000,18095,0.0003619000
0.3150000000,0.7750000000,20882,0.0004176400
0.3150000000,0.8250000000,27445,0.0005489000
0.3150000000,0.8750000000,57977,0.0011595400
0.3150000000,0.9250000000,0,0.0000000000
0.3150000000,0.9750000000,0,0.0000000000
0.3250000000,0.0250000000,0,0.0000000000
0.3250000000,0.0750000000,0,0.0000000000
0.3250000000,0.1250000000,0,0.0000000000
0.3250000000,0.1750000000,0,0.0000000000
0.3250000000,0.2250000000,0,0.0000000000
0.3250000000,0.2750000000,1971,0.0000394200
0.3250000000,0.3250000000,10586,0.0002117200
0.3250000000,0.3750000000,18648,0.0003729600
0.3250000000,0.4250000000,32865,0.0006573000
0.3250000000,0.4750000000,12844,0.0002568800
0.3250000000,0.5250000000,13378,0.0002675600
0.3250000000,0.5750000000,13919,0.0002783800
0.3250000000,0.6250000000,14790,0.0002958000
0.3250000000,0.6750000000,15786,0.0003157200
0.3250000000,0.7250000000,17714,0.0003542800
0.3250000000,0.7750000000,20741,0.0004148200
0.3250000000,0.8250000000,26689,0.0005337800
0.3250000000,0.8750000000,60079,0.0012015800
0.3250000000,0.9250000000,1001,0.0000200200
0.3250000000,0.9750000000,0,0.0000000000
0.3350000000,0.0250000000,0,0.0000000000
0.3350000000,0.0750000000,0,0.0000000000
0.3350000000,0.1250000000,0,0.0000000000
0.3350000000,0.1750000000,0,0.0000000000
0.3350000000,0.2250000000,0,0.0000000000
0.3350000000,0.2750000000,1731,0.0000346200
0.3350000000,0.3250000000,10020,0.0002004000
0.3350000000,0.3750000000,18970,0.0003794000
0.3350000000,0.4250000000,28764,0.0005752800
0.3350000000,0.4750000000,13089,0.0002617800
0.3350000000,0.5250000000,13037,0.0002607400
0.3350000000,0.5750000000,13746,0.0002749200
0.3350000000,0.6250000000,14650,0.0002930000
0.3350000000,0.6750000000,15854,0.0003170800
0.3350000000,0.7250000000,17591,0.0003518200
0.3350000000,0.7750000000,20371,0.0004074200
0.3350000000,0.8250000000,25748,0.0005149600
0.3350000000,0.8750000000,48938,0.0009787600
0.3350000000,0.9250000000,15106,0.0003021200
0.3350000000,0.9750000000,0,0.0000000000
0.3450000000,0.0250000000,0,0.0000000000
0.3450000000,0.0750000000,0,0.0000000000
0.3450000000,0.1250000000,0,0.0000000000
0.3450000000,0.1750000000,0,0.0000000000
0.3450000000,0.2250000000,0,0.0000000000
0.3450000000,0.2750000000,1736,0.0000347200
0.3450000000,0.3250000000,9652,0.0001930400
0.3450000000,0.3750000000,19068,0.0003813600
0.3450000000,0.4250000000,24487,0.0004897400
0.3450000000,0.4750000000,12868,0.0002573600
0.3450000000,0.5250000000,13343,0.0002668600
0.3450000000,0.5750000000,13827,0.0002765400
0.3450000000,0.6250000000,14574,0.0002914800
0.3450000000,0.6750000000,15921,0.0003184200
0.3450000000,0.7250000000,17403,0.0003480600
0.3450000000,0.7750000000,20100,0.0004020000
0.3450000000,0.8250000000,25078,0.0005015600
0.3450000000,0.8750000000,42427,0.0008485400
0.3450000000,0.9250000000,23848,0.0004769600
0.3450000000,0.9750000000,0,0.0000000000
0.3550000000,0.0250000000,0,0.0000000000
0.3550000000,0.0750000000,0,0.0000000000
0.3550000000,0.1250000000,0,0.0000000000
0.3550000000,0.1750000000,0,0.0000000000
0.3550000000,0.2250000000,0,0.0000000000
0.3550000000,0.2750000000,1785,0.0000357000
0.3550000000,0.3250000000,9158,0.0001831600
0.3550000000,0.3750000000,19528,0.0003905600
0.3550000000,0.4250000000,19983,0.0003996600
0.3550000000,0.4750000000,12817,0.0002563400
0.3550000000,0.5250000000,13368,0.0002673600
0.3550000000,0.5750000000,13833,0.0002766600
0.3550000000,0.6250000000,14688,0.0002937600
0.3550000000,0.6750000000,15772,0.0003154400
0.3550000000,0.7250000000,17232,0.0003446400
0.3550000000,0.7750000000,20113,0.0004022600
0.3550000000,0.8250000000,24717,0.0004943400
0.3550000000,0.8750000000,39137,0.0007827400
0.3550000000,0.9250000000,30460,0.0006092000
0.3550000000,0.9750000000,0,0.0000000000
0.3650000000,0.0250000000,0,0.0000000000
0.3650000000,0.0750000000,0,0.0000000000
0.3650000000,0.1250000000,0,0.0000000000
0.3650000000,0.1750000000,0,0.0000000000
0.3650000000,0.2250000000,0,0.0000000000
0.3650000000,0.2750000000,1904,0.0000380800
0.3650000000,0.3250000000,8775,0.0001755000
0.3650000000,0.3750000000,21779,0.0004355800
0.3650000000,0.4250000000,14322,0.0002864400
0.3650000000,0.4750000000,12686,0.0002537200
0.3650000000,0.5250000000,13286,0.0002657200
0.3650000000,0.5750000000,13942,0.0002788400
0.3650000000,0.6250000000,14471,0.0002894200
0.3650000000,0.6750000000,15543,0.0003108600
0.3650000000,0.7250000000,17056,0.0003411200
0.3650000000,0.7750000000,19749,0.0003949800
0.3650000000,0.8250000000,23940,0.0004788000
0.3650000000,0.8750000000,36302,0.0007260400
0.3650000000,0.9250000000,35875,0.0007175000
0.3650000000,0.9750000000,0,0.0000000000
0.3750000000,0.0250000000,0,0.0000000000
0.3750000000,0.0750000000,0,0.0000000000
0.3750000000,0.1250000000,0,0.0000000000
0.3750000000,0.1750000000,0,0.0000000000
0.3750000000,0.2250000000,0,0.0000000000
0.3750000000,0.2750000000,2040,0.0000408000
0.3750000000,0.3250000000,8468,0.0001693600
0.3750000000,0.3750000000,20297,0.0004059400
0.3750000000,0.4250000000,12426,0.0002485200
0.3750000000,0.4750000000,12930,0.0002586000
0.3750000000,0.5250000000,13244,0.0002648800
0.3750000000,0.5750000000,13807,0.0002761400
0.3750000000,0.6250000000,14517,0.0002903400
0.3750000000,0.6750000000,15718,0.0003143600
0.3750000000,0.7250000000,17079,0.0003415800
0.3750000000,0.7750000000,19233,0.0003846600
0.3750000000,0.8250000000,23760,0.0004752000
0.3750000000,0.8750000000,34534,0.0006906800
0.3750000000,0.9250000000,40086,0.0008017200
0.3750000000,0.9750000000,0,0.0000000000
0.3850000000,0.0250000000,0,0.0000000000
0.3850000000,0.0750000000,0,0.0000000000
0.3850000000,0.1250000000,0,0.0000000000
0.3850000000,0.1750000000,0,0.0000000000
0.3850000000,0.2250000000,0,0.0000000000
0.3850000000,0.2750000000,2186,0.0000437200
0.3850000000,0.3250000000,8108,0.0001621600
0.3850000000,0.3750000000,17143,0.0003428600
0.3850000000,0.4250000000,12472,0.0002494400
0.3850000000,0.4750000000,12771,0.0002554200
0.3850000000,0.5250000000,13172,0.0002634400
0.3850000000,0.5750000000,13542,0.0002708400
0.3850000000,0.6250000000,14424,0.0002884800
0.3850000000,0.6750000000,15404,0.0003080800
0.3850000000,0.7250000000,17088,0.0003417600
0.3850000000,0.7750000000,19192,0.0003838400
0.3850000000,0.8250000000,23138,0.0004627600
0.3850000000,0.8750000000,33373,0.0006674600
0.3850000000,0.9250000000,43990,0.0008798000
0.3850000000,0.9750000000,0,0.0000000000
0.3950000000,0.0250000000,0,0.0000000000
0.3950000000,0.0750000000,0,0.0000000000
0.3950000000,0.1250000000,0,0.0000000000
0.3950000000,0.1750000000,0,0.0000000000
0.3950000000,0.2250000000,0,0.0000000000
0.3950000000,0.2750000000,2289,0.0000457800
0.3950000000,0.3250000000,7946,0.0001589200
0.3950000000,0.3750000000,14344,0.0002868800
0.3950000000,0.4250000000,12565,0.0002513000
0.3950000000,0.4750000000,12976,0.0002595200
0.3950000000,0.5250000000,13283,0.0002656600
0.3950000000,0.5750000000,13720,0.0002744000
0.3950000000,0.6250000000,14409,0.0002881800
0.3950000000,0.6750000000,15431,0.0003086200
0.3950000000,0.7250000000,16886,0.0003377200
0.3950000000,0.7750000000,18960,0.0003792000
0.3950000000,0.8250000000,22693,0.0004538600
0.3950000000,0.8750000000,31764,0.0006352800
0.3950000000,0.9250000000,47762,0.0009552400
0.3950000000,0.9750000000,0,0.0000000000
0.4050000000,0.0250000000,0,0.0000000000
0.4050000000,0.0750000000,0,0.0000000000
0.4050000000,0.1250000000,0,0.0000000000
0.4050000000,0.1750000000,0,0.0000000000
0.4050000000,0.2250000000,0,0.0000000000
0.4050000000,0.2750000000,2552,0.0000510400
0.4050000000,0.3250000000,8015,0.0001603000
0.4050000000,0.3750000000,12168,0.0002433600
0.4050000000,0.4250000000,12716,0.0002543200
0.4050000000,0.4750000000,12920,0.0002584000
0.4050000000,0.5250000000,13379,0.0002675800
0.4050000000,0.5750000000,13830,0.0002766000
0.4050000000,0.6250000000,14364,0.0002872800
0.4050000000,0.6750000000,15235,0.0003047000
0.4050000000,0.7250000000,16487,0.0003297400
0.4050000000,0.7750000000,18892,0.0003778400
0.4050000000,0.8250000000,22079,0.0004415800
0.4050000000,0.8750000000,30484,0.0006096800
0.4050000000,0.9250000000,50861,0.0010172200
0.4050000000,0.9750000000,0,0.0000000000
0.4150000000,0.0250000000,0,0.0000000000
0.4150000000,0.0750000000,0,0.0000000000
0.4150000000,0.1250000000,0,0.0000000000
0.4150000000,0.1750000000,0,0.0000000000
0.4150000000,0.2250000000,0,0.0000000000
0.4150000000,0.2750000000,2746,0.0000549200
0.4150000000,0.3250000000,8146,0.0001629200
0.4150000000,0.3750000000,11404,0.0002280800
0.4150000000,0.4250000000,12658,0.0002531600
0.4150000000,0.4750000000,12892,0.0002578400
0.4150000000,0.5250000000,13132,0.0002626400
0.4150000000,0.5750000000,13978,0.0002795600
0.4150000000,0.6250000000,14370,0.0002874000
0.4150000000,0.6750000000,15380,0.0003076000
0.4150000000,0.7250000000,16731,0.0003346200
0.4150000000,0.7750000000,18655,0.0003731000
0.4150000000,0.8250000000,22021,0.0004404200
0.4150000000,0.8750000000,29644,0.0005928800
0.4150000000,0.9250000000,54339,0.0010867800
0.4150000000,0.9750000000,0,0.0000000000
0.4250000000,0.0250000000,0,0.0000000000
0.4250000000,0.0750000000,0,0.0000000000
0.4250000000,0.1250000000,0,0.0000000000
0.4250000000,0.1750000000,0,0.0000000000
0.4250000000,0.2250000000,0,0.0000000000
0.4250000000,0.2750000000,2792,0.0000558400
0.4250000000,0.3250000000,8187,0.0001637400
0.4250000000,0.3750000000,11258,0.0002251600
0.4250000000,0.4250000000,12662,0.0002532400
0.4250000000,0.4750000000,12893,0.0002578600
0.4250000000,0.5250000000,13367,0.0002673400
0.4250000000,0.5750000000,13826,0.0002765200
0.4250000000,0.6250000000,14386,0.0002877200
0.4250000000,0.6750000000,15366,0.0003073200
0.4250000000,0.7250000000,16888,0.0003377600
0.4250000000,0.7750000000,18686,0.0003737200
0.4250000000,0.8250000000,21812,0.0004362400
0.4250000000,0.8750000000,28771,0.0005754200
0.4250000000,0.9250000000,57035,0.0011407000
0.4250000000,0.9750000000,0,0.0000000000
0.4350000000,0.0250000000,0,0.0000000000
0.4350000000,0.0750000000,0,0.0000000000
0.4350000000,0.1250000000,0,0.0000000000
0.4350000000,0.1750000000,0,0.0000000000
0.4350000000,0.2250000000,0,0.0000000000
0.4350000000,0.2750000000,3083,0.0000616600
0.4350000000,0.3250000000,8465,0.0001693000
0.4350000000,0.3750000000,11451,0.0002290200
0.4350000000,0.4250000000,12787,0.0002557400
0.4350000000,0.4750000000,13080,0.0002616000
0.4350000000,0.5250000000,13424,0.0002684800
0.4350000000,0.5750000000,13626,0.0002725200
0.4350000000,0.6250000000,14375,0.0002875000
0.4350000000,0.6750000000,15336,0.0003067200
0.4350000000,0.7250000000,16586,0.0003317200
0.4350000000,0.7750000000,18522,0.0003704400
0.4350000000,0.8250000000,21540,0.0004308000
0.4350000000,0.8750000000,28013,0.0005602600
0.4350000000,0.9250000000,59455,0.0011891000
0.4350000000,0.9750000000,0,0.0000000000
0.4450000000,0.0250000000,0,0.0000000000
0.4450000000,0.0750000000,0,0.0000000000
0.4450000000,0.1250000000,0,0.0000000000
0.4450000000,0.1750000000,0,0.0000000000
0.4450000000,0.2250000000,0,0.0000000000
0.4450000000,0.2750000000,3267,0.0000653400
0.4450000000,0.3250000000,8533,0.0001706600
0.4450000000,0.3750000000,11589,0.0002317800
0.4450000000,0.4250000000,12611,0.0002522200
0.4450000000,0.4750000000,13129,0.0002625800
0.4450000000,0.5250000000,13231,0.0002646200
0.4450000000,0.5750000000,13887,0.0002777400
0.4450000000,0.6250000000,14481,0.0002896200
0.4450000000,0.6750000000,15297,0.0003059400
0.4450000000,0.7250000000,16467,0.0003293400
0.4450000000,0.7750000000,18259,0.0003651800
0.4450000000,0.8250000000,21324,0.0004264800
0.4450000000,0.8750000000,27154,0.0005430800
0.4450000000,0.9250000000,62412,0.0012482400
0.4450000000,0.9750000000,0,0.0000000000
0.4550000000,0.0250000000,0,0.0000000000
0.4550000000,0.0750000000,0,0.0000000000
0.4550000000,0.1250000000,0,0.0000000000
0.4550000000,0.1750000000,0,0.0000000000
0.4550000000,0.2250000000,1,0.0000000200
0.4550000000,0.2750000000,3561,0.0000712200
0.4550000000,0.3250000000,8683,0.0001736600
0.4550000000,0.3750000000,11930,0.0002386000
0.4550000000,0.4250000000,12776,0.0002555200
0.4550000000,0.4750000000,12848,0.0002569600
0.4550000000,0.5250000000,13561,0.0002712200
0.4550000000,0.5750000000,13865,0.0002773000
0.4550000000,0.6250000000,14427,0.0002885400
0.4550000000,0.6750000000,15307,0.0003061400
0.4550000000,0.7250000000,16578,0.0003315600
0.4550000000,0.7750000000,18448,0.0003689600
0.4550000000,0.8250000000,21328,0.0004265600
0.4550000000,0.8750000000,26599,0.0005319800
0.4550000000,0.9250000000,55393,0.0011078600
0.4550000000,0.9750000000,9579,0.0001915800
0.4650000000,0.0250000000,0,0.0000000000
0.4650000000,0.0750000000,0,0.0000000000
0.4650000000,0.1250000000,0,0.0000000000
0.4650000000,0.1750000000,0,0.0000000000
0.4650000000,0.2250000000,9,0.0000001800
0.4650000000,0.2750000000,3772,0.0000754400
0.4650000000,0.3250000000,8927,0.0001785400
0.4650000000,0.3750000000,11907,0.0002381400
0.4650000000,0.4250000000,12990,0.0002598000
0.4650000000,0.4750000000,13283,0.0002656600
0.4650000000,0.5250000000,13314,0.0002662800
0.4650000000,0.5750000000,13695,0.0002739000
0.4650000000,0.6250000000,14452,0.0002890400
0.4650000000,0.6750000000,15385,0.0003077000
0.4650000000,0.7250000000,16314,0.0003262800
0.4650000000,0.7750000000,18022,0.0003604400
0.4650000000,0.8250000000,21144,0.0004228800
0.4650000000,0.8750000000,26223,0.0005244600
0.4650000000,0.9250000000,47616,0.0009523200
0.4650000000,0.9750000000,19583,0.0003916600
0.4750000000,0.0250000000,0,0.0000000000
0.4750000000,0.0750000000,0,0.0000000000
0.4750000000,0.1250000000,0,0.0000000000
0.4750000000,0.1750000000,0,0.0000000000
0.4750000000,0.2250000000,23,0.0000004600
0.4750000000,0.2750000000,4038,0.0000807600
0.4750000000,0.3250000000,9022,0.0001804400
0.4750000000,0.3750000000,11991,0.0002398200
0.4750000000,0.4250000000,12882,0.0002576400
0.4750000000,0.4750000000,13100,0.0002620000
0.4750000000,0.5250000000,13348,0.0002669600
0.4750000000,0.5750000000,13993,0.0002798600
0.4750000000,0.6250000000,14607,0.0002921400
0.4750000000,0.6750000000,15421,0.0003084200
0.4750000000,0.7250000000,16513,0.0003302600
0.4750000000,0.7750000000,18318,0.0003663600
0.4750000000,0.8250000000,20855,0.0004171000
0.4750000000,0.8750000000,25864,0.0005172800
0.4750000000,0.9250000000,43342,0.0008668400
0.4750000000,0.9750000000,25742,0.0005148400
0.4850000000,0.0250000000,0,0.0000000000
0.4850000000,0.0750000000,0,0.0000000000
0.4850000000,0.1250000000,0,0.0000000000
0.4850000000,0.1750000000,0,0.0000000000
0.4850000000,0.2250000000,69,0.0000013800
0.4850000000,0.2750000000,4294,0.0000858800
0.4850000000,0.3250000000,9318,0.0001863600
0.4850000000,0.3750000000,12214,0.0002442800
0.4850000000,0.4250000000,12913,0.0002582600
0.4850000000,0.4750000000,13139,0.0002627800
0.4850000000,0.5250000000,13341,0.0002668200
0.4850000000,0.5750000000,13742,0.0002748400
0.4850000000,0.6250000000,14595,0.0002919000
0.4850000000,0.6750000000,15207,0.0003041400
0.4850000000,0.7250000000,16391,0.0003278200
0.4850000000,0.7750000000,18187,0.0003637400
0.4850000000,0.8250000000,20601,0.0004120200
0.4850000000,0.8750000000,25432,0.0005086400
0.4850000000,0.9250000000,40799,0.0008159800
0.4850000000,0.9750000000,30443,0.0006088600
0.4950000000,0.0250000000,0,0.0000000000
0.4950000000,0.0750000000,0,0.0000000000
0.4950000000,0.1250000000,0,0.0000000000
0.4950000000,0.1750000000,0,0.0000000000
0.4950000000,0.2250000000,136,0.0000027200
0.4950000000,0.2750000000,4590,0.0000918000
0.4950000000,0.3250000000,9497,0.0001899400
0.4950000000,0.3750000000,12206,0.0002441200
0.4950000000,0.4250000000,12934,0.0002586800
0.4950000000,0.4750000000,13168,0.0002633600
0.4950000000,0.5250000000,13380,0.0002676000
0.4950000000,0.5750000000,13899,0.0002779800
0.4950000000,0.6250000000,14448,0.0002889600
0.4950000000,0.6750000000,15253,0.0003050600
0.4950000000,0.7250000000,16316,0.0003263200
0.4950000000,0.7750000000,17961,0.0003592200
0.4950000000,0.8250000000,20566,0.0004113200
0.4950000000,0.8750000000,24855,0.0004971000
0.4950000000,0.9250000000,38718,0.0007743600
0.4950000000,0.9750000000,34682,0.0006936400
0.5050000000,0.0250000000,0,0.0000000000
0.5050000000,0.0750000000,0,0.0000000000
0.5050000000,0.1250000000,0,0.0000000000
0.5050000000,0.1750000000,0,0.0000000000
0.5050000000,0.2250000000,230,0.0000046000
0.5050000000,0.2750000000,5082,0.0001016400
0.5050000000,0.3250000000,9857,0.0001971400
0.5050000000,0.3750000000,12469,0.0002493800
0.5050000000,0.4250000000,13123,0.0002624600
0.5050000000,0.4750000000,13441,0.0002688200
0.5050000000,0.5250000000,13599,0.0002719800
0.5050000000,0.5750000000,13979,0.0002795800
0.5050000000,0.6250000000,14375,0.0002875000
0.5050000000,0.6750000000,15485,0.0003097000
0.5050000000,0.7250000000,16281,0.0003256200
0.5050000000,0.7750000000,18010,0.0003602000
0.5050000000,0.8250000000,20261,0.0004052200
0.5050000000,0.8750000000,24885,0.0004977000
0.5050000000,0.9250000000,37617,0.0007523400
0.5050000000,0.9750000000,38283,0.0007656600
0.5150000000,0.0250000000,0,0.0000000000
0.5150000000,0.0750000000,0,0.0000000000
0.5150000000,0.1250000000,0,0.0000000000
0.5150000000,0.1750000000,0,0.0000000000
0.5150000000,0.2250000000,318,0.0000063600
0.5150000000,0.2750000000,5486,0.0001097200
0.5150000000,0.3250000000,10060,0.0002012000
0.5150000000,0.3750000000,12669,0.0002533800
0.5150000000,0.4250000000,13090,0.0002618000
0.5150000000,0.4750000000,13265,0.0002653000
0.5150000000,0.5250000000,13402,0.0002680400
0.5150000000,0.5750000000,13935,0.0002787000
0.5150000000,0.6250000000,14677,0.0002935400
0.5150000000,0.6750000000,15366,0.0003073200
0.5150000000,0.7250000000,16260,0.0003252000
0.5150000000,0.7750000000,17929,0.0003585800
0.5150000000,0.8250000000,20353,0.0004070600
0.5150000000,0.8750000000,24598,0.0004919600
0.5150000000,0.9250000000,35948,0.0007189600
0.5150000000,0.9750000000,41211,0.0008242200
0.5250000000,0.0250000000,0,0.0000000000
0.5250000000,0.0750000000,0,0.0000000000
0.5250000000,0.1250000000,0,0.0000000000
0.5250000000,0.1750000000,0,0.0000000000
0.5250000000,0.2250000000,442,0.0000088400
0.5250000000,0.2750000000,5834,0.0001166800
0.5250000000,0.3250000000,10599,0.0002119800
0.5250000000,0.3750000000,12688,0.0002537600
0.5250000000,0.4250000000,13437,0.0002687400
0.5250000000,0.4750000000,13419,0.0002683800
0.5250000000,0.5250000000,13686,0.0002737200
0.5250000000,0.5750000000,13969,0.0002793800
0.5250000000,0.6250000000,14912,0.0002982400
0.5250000000,0.6750000000,15287,0.0003057400
0.5250000000,0.7250000000,16477,0.0003295400
0.5250000000,0.7750000000,17799,0.0003559800
0.5250000000,0.8250000000,20285,0.0004057000
0.5250000000,0.8750000000,24321,0.0004864200
0.5250000000,0.9250000000,34977,0.0006995400
0.5250000000,0.9750000000,44606,0.0008921200
0.5350000000,0.0250000000,0,0.0000000000
0.5350000000,0.0750000000,0,0.0000000000
0.5350000000,0.1250000000,0,0.0000000000
0.5350000000,0.1750000000,0,0.0000000000
0.5350000000,0.2250000000,603,0.0000120600
0.5350000000,0.2750000000,6300,0.0001260000
0.5350000000,0.3250000000,10650,0.0002130000
0.5350000000,0.3750000000,12969,0.0002593800
0.5350000000,0.4250000000,13209,0.0002641800
0.5350000000,0.4750000000,13521,0.0002704200
0.5350000000,0.5250000000,13781,0.0002756200
0.5350000000,0.5750000000,14408,0.0002881600
0.5350000000,0.6250000000,14457,0.0002891400
0.5350000000,0.6750000000,15393,0.0003078600
0.5350000000,0.7250000000,16563,0.0003312600
0.5350000000,0.7750000000,17859,0.0003571800
0.5350000000,0.8250000000,20212,0.0004042400
0.5350000000,0.8750000000,24040,0.0004808000
0.5350000000,0.9250000000,33959,0.0006791800
0.5350000000,0.9750000000,47242,0.0009448400
0.5450000000,0.0250000000,0,0.0000000000
0.5450000000,0.0750000000,0,0.0000000000
0.5450000000,0.1250000000,0,0.0000000000
0.5450000000,0.1750000000,0,0.0000000000
0.5450000000,0.2250000000,821,0.0000164200
0.5450000000,0.2750000000,6601,0.0001320200
0.5450000000,0.3250000000,10873,0.0002174600
0.5450000000,0.3750000000,13046,0.0002609200
0.5450000000,0.4250000000,13331,0.0002666200
0.5450000000,0.4750000000,13676,0.0002735200
0.5450000000,0.5250000000,13905,0.0002781000
0.5450000000,0.5750000000,14138,0.0002827600
0.5450000000,0.6250000000,14707,0.0002941400
0.5450000000,0.6750000000,15279,0.0003055800
0.5450000000,0.7250000000,16501,0.0003300200
0.5450000000,0.7750000000,17903,0.0003580600
0.5450000000,0.8250000000,19827,0.0003965400
0.5450000000,0.8750000000,23867,0.0004773400
0.5450000000,0.9250000000,33285,0.0006657000
0.5450000000,0.9750000000,49225,0.0009845000
0.5550000000,0.0250000000,0,0.0000000000
0.5550000000,0.0750000000,0,0.0000000000
0.5550000000,0.1250000000,0,0.0000000000
0.5550000000,0.1750000000,0,0.0000000000
0.5550000000,0.2250000000,1105,0.0000221000
0.5550000000,0.2750000000,7015,0.0001403000
0.5550000000,0.3250000000,11313,0.0002262600
0.5550000000,0.3750000000,13230,0.0002646000
0.5550000000,0.4250000000,13721,0.0002744200
0.5550000000,0.4750000000,13589,0.0002717800
0.5550000000,0.5250000000,13874,0.0002774800
0.5550000000,0.5750000000,14316,0.0002863200
0.5550000000,0.6250000000,14829,0.0002965800
0.5550000000,0.6750000000,15567,0.0003113400
0.5550000000,0.7250000000,16362,0.0003272400
0.5550000000,0.7750000000,17737,0.0003547400
0.5550000000,0.8250000000,19967,0.0003993400
0.5550000000,0.8750000000,23688,0.0004737600
0.5550000000,0.9250000000,32806,0.0006561200
0.5550000000,0.9750000000,51346,0.0010269200
0.5650000000,0.0250000000,0,0.0000000000
0.5650000000,0.0750000000,0,0.0000000000
0.5650000000,0.1250000000,0,0.0000000000
0.5650000000,0.1750000000,0,0.0000000000
0.5650000000,0.2250000000,1317,0.0000263400
0.5650000000,0.2750000000,7538,0.0001507600
0.5650000000,0.3250000000,11597,0.0002319400
0.5650000000,0.3750000000,13214,0.0002642800
0.5650000000,0.4250000000,13735,0.0002747000
0.5650000000,0.4750000000,13695,0.0002739000
0.5650000000,0.5250000000,13817,0.0002763400
0.5650000000,0.5750000000,14148,0.0002829600
0.5650000000,0.6250000000,14616,0.0002923200
0.5650000000,0.6750000000,15453,0.0003090600
0.5650000000,0.7250000000,16381,0.0003276200
0.5650000000,0.7750000000,18087,0.0003617400
0.5650000000,0.8250000000,20074,0.0004014800
0.5650000000,0.8750000000,23717,0.0004743400
0.5650000000,0.9250000000,32247,0.0006449400
0.5650000000,0.9750000000,53911,0.0010782200
0.5750000000,0.0250000000,0,0.0000000000
0.5750000000,0.0750000000,0,0.0000000000
0.5750000000,0.1250000000,0,0.0000000000
0.5750000000,0.1750000000,0,0.0000000000
0.5750000000,0.2250000000,1644,0.0000328800
0.5750000000,0.2750000000,7986,0.0001597200
0.5750000000,0.3250000000,11891,0.0002378200
0.5750000000,0.3750000000,13492,0.0002698400
0.5750000000,0.4250000000,13911,0.0002782200
0.5750000000,0.4750000000,13944,0.0002788800
0.5750000000,0.5250000000,14030,0.0002806000
0.5750000000,0.5750000000,14547,0.0002909400
0.5750000000,0.6250000000,14899,0.0002979800
0.5750000000,0.6750000000,15518,0.0003103600
0.5750000000,0.7250000000,16666,0.0003333200
0.5750000000,0.7750000000,18080,0.0003616000
0.5750000000,0.8250000000,19682,0.0003936400
0.5750000000,0.8750000000,23542,0.0004708400
0.5750000000,0.9250000000,31630,0.0006326000
0.5750000000,0.9750000000,55519,0.0011103800
0.5850000000,0.0250000000,0,0.0000000000
0.5850000000,0.0750000000,0,0.0000000000
0.5850000000,0.1250000000,0,0.0000000000
0.5850000000,0.1750000000,0,0.0000000000
0.5850000000,0.2250000000,2113,0.0000422600
0.5850000000,0.2750000000,8384,0.0001676800
0.5850000000,0.3250000000,12360,0.0002472000
0.5850000000,0.3750000000,13902,0.0002780400
0.5850000000,0.4250000000,13693,0.0002738600
0.5850000000,0.4750000000,14154,0.0002830800
0.5850000000,0.5250000000,14258,0.0002851600
0.5850000000,0.5750000000,14437,0.0002887400
0.5850000000,0.6250000000,14758,0.0002951600
0.5850000000,0.6750000000,15873,0.0003174600
0.5850000000,0.7250000000,16704,0.0003340800
