cos_theta_center,cos_theta_det_center,counts,omega
0.2950000000,0.3250000000,20153,0.0004030600
0.2950000000,0.3750000000,27757,0.0005551400
0.2950000000,0.4250000000,39285,0.0007857000
0.2950000000,0.4750000000,41283,0.0008256600
0.2950000000,0.5250000000,13407,0.0002681400
0.2950000000,0.5750000000,13919,0.0002783800
0.2950000000,0.6250000000,15082,0.0003016400
0.2950000000,0.6750000000,16208,0.0003241600
0.2950000000,0.7250000000,18390,0.0003678000
0.2950000000,0.7750000000,21522,0.0004304400
0.2950000000,0.8250000000,29490,0.0005898000
0.2950000000,0.8750000000,50892,0.0010178400
0.2950000000,0.9250000000,0,0.0000000000
0.2950000000,0.9750000000,0,0.0000000000
0.3050000000,0.0250000000,0,0.0000000000
0.3050000000,0.0750000000,0,0.0000000000
0.3050000000,0.1250000000,0,0.0000000000
0.3050000000,0.1750000000,0,0.0000000000
0.3050000000,0.2250000000,1025,0.0000205000
0.3050000000,0.2750000000,10630,0.0002126000
0.3050000000,0.3250000000,19789,0.0003957800
0.3050000000,0.3750000000,27767,0.0005553400
0.3050000000,0.4250000000,43658,0.0008731600
0.3050000000,0.4750000000,31196,0.0006239200
0.3050000000,0.5250000000,13319,0.0002663800
0.3050000000,0.5750000000,14020,0.0002804000
0.3050000000,0.6250000000,15085,0.0003017000
0.3050000000,0.6750000000,16254,0.0003250800
0.3050000000,0.7250000000,18124,0.0003624800
0.3050000000,0.7750000000,21348,0.0004269600
0.3050000000,0.8250000000,28323,0.0005664600
0.3050000000,0.8750000000,54864,0.0010972800
0.3050000000,0.9250000000,0,0.0000000000
0.3050000000,0.9750000000,0,0.0000000000
0.3150000000,0.0250000000,0,0.0000000000
0.3150000000,0.0750000000,0,0.0000000000
0.3150000000,0.1250000000,0,0.0000000000
0.3150000000,0.1750000000,0,0.0000000000
0.3150000000,0.2250000000,811,0.0000162200
0.3150000000,0.2750000000,10090,0.0002018000
0.3150000000,0.3250000000,19515,0.0003903000
0.3150000000,0.3750000000,28295,0.0005659000
0.3150000000,0.4250000000,53448,0.0010689600
0.3150000000,0.4750000000,15265,0.0003053000
0.3150000000,0.5250000000,13143,0.0002628600
0.3150000000,0.5750000000,13814,0.0002762800
0.3150000000,0.6250000000,14803,0.0002960600
0.3150000000,0.6750000000,15938,0.0003187600
0.3150000000,0.7250000000,17841,0.0003568200
0.3150000000,0.7750000000,20820,0.0004164000
0.3150000000,0.8250000000,27539,0.0005507800
0.3150000000,0.8750000000,57848,0.0011569600
0.3150000000,0.9250000000,0,0.0000000000
0.3150000000,0.9750000000,0,0.0000000000
0.3250000000,0.0250000000,0,0.0000000000
0.3250000000,0.0750000000,0,0.0000000000
0.3250000000,0.1250000000,0,0.0000000000
0.3250000000,0.1750000000,0,0.0000000000
0.3250000000,0.2250000000,638,0.0000127600
0.3250000000,0.2750000000,9894,0.0001978800
0.3250000000,0.3250000000,19396,0.0003879200
0.3250000000,0.3750000000,28664,0.0005732800
0.3250000000,0.4250000000,50264,0.0010052800
0.3250000000,0.4750000000,12757,0.0002551400
0.3250000000,0.5250000000,13420,0.0002684000
0.3250000000,0.5750000000,13944,0.0002788800
0.3250000000,0.6250000000,14999,0.0002999800
0.3250000000,0.6750000000,15894,0.0003178800
0.3250000000,0.7250000000,17773,0.0003554600
0.3250000000,0.7750000000,20774,0.0004154800
0.3250000000,0.8250000000,26582,0.0005316400
0.3250000000,0.8750000000,59884,0.0011976800
0.3250000000,0.9250000000,940,0.0000188000
0.3250000000,0.9750000000,0,0.0000000000
0.3350000000,0.0250000000,0,0.0000000000
0.3350000000,0.0750000000,0,0.0000000000
0.3350000000,0.1250000000,0,0.0000000000
0.3350000000,0.1750000000,0,0.0000000000
0.3350000000,0.2250000000,489,0.0000097800
0.3350000000,0.2750000000,9328,0.0001865600
0.3350000000,0.3250000000,19379,0.0003875800
0.3350000000,0.3750000000,29469,0.0005893800
0.3350000000,0.4250000000,43774,0.0008754800
0.3350000000,0.4750000000,12965,0.0002593000
0.3350000000,0.5250000000,13394,0.0002678800
0.3350000000,0.5750000000,13760,0.0002752000
0.3350000000,0.6250000000,14773,0.0002954600
0.3350000000,0.6750000000,15886,0.0003177200
0.3350000000,0.7250000000,17455,0.0003491000
0.3350000000,0.7750000000,20295,0.0004059000
0.3350000000,0.8250000000,25817,0.0005163400
0.3350000000,0.8750000000,48524,0.0009704800
0.3350000000,0.9250000000,15053,0.0003010600
0.3350000000,0.9750000000,0,0.0000000000
0.3450000000,0.0250000000,0,0.0000000000
0.3450000000,0.0750000000,0,0.0000000000
0.3450000000,0.1250000000,0,0.0000000000
0.3450000000,0.1750000000,0,0.0000000000
0.3450000000,0.2250000000,414,0.0000082800
0.3450000000,0.2750000000,8907,0.0001781400
0.3450000000,0.3250000000,18729,0.0003745800
0.3450000000,0.3750000000,30826,0.0006165200
0.3450000000,0.4250000000,36403,0.0007280600
0.3450000000,0.4750000000,12788,0.0002557600
0.3450000000,0.5250000000,13247,0.0002649400
0.3450000000,0.5750000000,13767,0.0002753400
0.3450000000,0.6250000000,14851,0.0002970200
0.3450000000,0.6750000000,15707,0.0003141400
0.3450000000,0.7250000000,17369,0.0003473800
0.3450000000,0.7750000000,19819,0.0003963800
0.3450000000,0.8250000000,25017,0.0005003400
0.3450000000,0.8750000000,42960,0.0008592000
0.3450000000,0.9250000000,24062,0.0004812400
0.3450000000,0.9750000000,0,0.0000000000
0.3550000000,0.0250000000,0,0.0000000000
0.3550000000,0.0750000000,0,0.0000000000
0.3550000000,0.1250000000,0,0.0000000000
0.3550000000,0.1750000000,0,0.0000000000
0.3550000000,0.2250000000,450,0.0000090000
0.3550000000,0.2750000000,8323,0.0001664600
0.3550000000,0.3250000000,18800,0.0003760000
0.3550000000,0.3750000000,33380,0.0006676000
0.3550000000,0.4250000000,28689,0.0005737800
0.3550000000,0.4750000000,12900,0.0002580000
0.3550000000,0.5250000000,13226,0.0002645200
0.3550000000,0.5750000000,13576,0.0002715200
0.3550000000,0.6250000000,14801,0.0002960200
0.3550000000,0.6750000000,15416,0.0003083200
0.3550000000,0.7250000000,17335,0.0003467000
0.3550000000,0.7750000000,19802,0.0003960400
0.3550000000,0.8250000000,24369,0.0004873800
0.3550000000,0.8750000000,39178,0.0007835600
0.3550000000,0.9250000000,30439,0.0006087800
0.3550000000,0.9750000000,0,0.0000000000
0.3650000000,0.0250000000,0,0.0000000000
0.3650000000,0.0750000000,0,0.0000000000
0.3650000000,0.1250000000,0,0.0000000000
0.3650000000,0.1750000000,0,0.0000000000
0.3650000000,0.2250000000,456,0.0000091200
0.3650000000,0.2750000000,7756,0.0001551200
0.3650000000,0.3250000000,18620,0.0003724000
0.3650000000,0.3750000000,39739,0.0007947800
0.3650000000,0.4250000000,16372,0.0003274400
0.3650000000,0.4750000000,12855,0.0002571000
0.3650000000,0.5250000000,13258,0.0002651600
0.3650000000,0.5750000000,13860,0.0002772000
0.3650000000,0.6250000000,14569,0.0002913800
0.3650000000,0.6750000000,15536,0.0003107200
0.3650000000,0.7250000000,17322,0.0003464400
0.3650000000,0.7750000000,19531,0.0003906200
0.3650000000,0.8250000000,23768,0.0004753600
0.3650000000,0.8750000000,36492,0.0007298400
0.3650000000,0.9250000000,35678,0.0007135600
0.3650000000,0.9750000000,0,0.0000000000
0.3750000000,0.0250000000,0,0.0000000000
0.3750000000,0.0750000000,0,0.0000000000
0.3750000000,0.1250000000,0,0.0000000000
0.3750000000,0.1750000000,0,0.0000000000
0.3750000000,0.2250000000,536,0.0000107200
0.3750000000,0.2750000000,7415,0.0001483000
0.3750000000,0.3250000000,18503,0.0003700600
0.3750000000,0.3750000000,37643,0.0007528600
0.3750000000,0.4250000000,12601,0.0002520200
0.3750000000,0.4750000000,12714,0.0002542800
0.3750000000,0.5250000000,13343,0.0002668600
0.3750000000,0.5750000000,13816,0.0002763200
0.3750000000,0.6250000000,14435,0.0002887000
0.3750000000,0.6750000000,15582,0.0003116400
0.3750000000,0.7250000000,17277,0.0003455400
0.3750000000,0.7750000000,19569,0.0003913800
0.3750000000,0.8250000000,23708,0.0004741600
0.3750000000,0.8750000000,34607,0.0006921400
0.3750000000,0.9250000000,39731,0.0007946200
0.3750000000,0.9750000000,0,0.0000000000
0.3850000000,0.0250000000,0,0.0000000000
0.3850000000,0.0750000000,0,0.0000000000
0.3850000000,0.1250000000,0,0.0000000000
0.3850000000,0.1750000000,0,0.0000000000
0.3850000000,0.2250000000,572,0.0000114400
0.3850000000,0.2750000000,6897,0.0001379400
0.3850000000,0.3250000000,18277,0.0003655400
0.3850000000,0.3750000000,32255,0.0006451000
0.3850000000,0.4250000000,12580,0.0002516000
0.3850000000,0.4750000000,12765,0.0002553000
0.3850000000,0.5250000000,13492,0.0002698400
0.3850000000,0.5750000000,13718,0.0002743600
0.3850000000,0.6250000000,14503,0.0002900600
0.3850000000,0.6750000000,15615,0.0003123000
0.3850000000,0.7250000000,16757,0.0003351400
0.3850000000,0.7750000000,19174,0.0003834800
0.3850000000,0.8250000000,23058,0.0004611600
0.3850000000,0.8750000000,32898,0.0006579600
0.3850000000,0.9250000000,44258,0.0008851600
0.3850000000,0.9750000000,0,0.0000000000
0.3950000000,0.0250000000,0,0.0000000000
0.3950000000,0.0750000000,0,0.0000000000
0.3950000000,0.1250000000,0,0.0000000000
0.3950000000,0.1750000000,0,0.0000000000
0.3950000000,0.2250000000,710,0.0000142000
0.3950000000,0.2750000000,6724,0.0001344800
0.3950000000,0.3250000000,18303,0.0003660600
0.3950000000,0.3750000000,26866,0.0005373200
0.3950000000,0.4250000000,12507,0.0002501400
0.3950000000,0.4750000000,12953,0.0002590600
0.3950000000,0.5250000000,13114,0.0002622800
0.3950000000,0.5750000000,13633,0.0002726600
0.3950000000,0.6250000000,14616,0.0002923200
0.3950000000,0.6750000000,15374,0.0003074800
0.3950000000,0.7250000000,16701,0.0003340200
0.3950000000,0.7750000000,18913,0.0003782600
0.3950000000,0.8250000000,22690,0.0004538000
0.3950000000,0.8750000000,31835,0.0006367000
0.3950000000,0.9250000000,47909,0.0009581800
0.3950000000,0.9750000000,0,0.0000000000
0.4050000000,0.0250000000,0,0.0000000000
0.4050000000,0.0750000000,0,0.0000000000
0.4050000000,0.1250000000,0,0.0000000000
0.4050000000,0.1750000000,0,0.0000000000
0.4050000000,0.2250000000,779,0.0000155800
0.4050000000,0.2750000000,6507,0.0001301400
0.4050000000,0.3250000000,18339,0.0003667800
0.4050000000,0.3750000000,21102,0.0004220400
0.4050000000,0.4250000000,12597,0.0002519400
0.4050000000,0.4750000000,12810,0.0002562000
0.4050000000,0.5250000000,13203,0.0002640600
0.4050000000,0.5750000000,13810,0.0002762000
0.4050000000,0.6250000000,14390,0.0002878000
0.4050000000,0.6750000000,15476,0.0003095200
0.4050000000,0.7250000000,16729,0.0003345800
0.4050000000,0.7750000000,18731,0.0003746200
0.4050000000,0.8250000000,22280,0.0004456000
0.4050000000,0.8750000000,30544,0.0006108800
0.4050000000,0.9250000000,50750,0.0010150000
0.4050000000,0.9750000000,0,0.0000000000
0.4150000000,0.0250000000,0,0.0000000000
0.4150000000,0.0750000000,0,0.0000000000
0.4150000000,0.1250000000,0,0.0000000000
0.4150000000,0.1750000000,0,0.0000000000
0.4150000000,0.2250000000,905,0.0000181000
0.4150000000,0.2750000000,6520,0.0001304000
0.4150000000,0.3250000000,20477,0.0004095400
0.4150000000,0.3750000000,14246,0.0002849200
0.4150000000,0.4250000000,12494,0.0002498800
0.4150000000,0.4750000000,12862,0.0002572400
0.4150000000,0.5250000000,13194,0.0002638800
0.4150000000,0.5750000000,13827,0.0002765400
0.4150000000,0.6250000000,14484,0.0002896800
0.4150000000,0.6750000000,15463,0.0003092600
0.4150000000,0.7250000000,16717,0.0003343400
0.4150000000,0.7750000000,18946,0.0003789200
0.4150000000,0.8250000000,21859,0.0004371800
0.4150000000,0.8750000000,29683,0.0005936600
0.4150000000,0.9250000000,54542,0.0010908400
0.4150000000,0.9750000000,0,0.0000000000
0.4250000000,0.0250000000,0,0.0000000000
0.4250000000,0.0750000000,0,0.0000000000
0.4250000000,0.1250000000,0,0.0000000000
0.4250000000,0.1750000000,0,0.0000000000
0.4250000000,0.2250000000,1001,0.0000200200
0.4250000000,0.2750000000,6605,0.0001321000
0.4250000000,0.3250000000,17788,0.0003557600
0.4250000000,0.3750000000,12445,0.0002489000
0.4250000000,0.4250000000,12733,0.0002546600
0.4250000000,0.4750000000,13219,0.0002643800
0.4250000000,0.5250000000,13680,0.0002736000
0.4250000000,0.5750000000,13912,0.0002782400
0.4250000000,0.6250000000,14610,0.0002922000
0.4250000000,0.6750000000,15164,0.0003032800
0.4250000000,0.7250000000,16882,0.0003376400
0.4250000000,0.7750000000,18585,0.0003717000
0.4250000000,0.8250000000,21669,0.0004333800
0.4250000000,0.8750000000,28801,0.0005760200
0.4250000000,0.9250000000,56995,0.0011399000
0.4250000000,0.9750000000,0,0.0000000000
0.4350000000,0.0250000000,0,0.0000000000
0.4350000000,0.0750000000,0,0.0000000000
0.4350000000,0.1250000000,0,0.0000000000
0.4350000000,0.1750000000,0,0.0000000000
0.4350000000,0.2250000000,1143,0.0000228600
0.4350000000,0.2750000000,6886,0.0001377200
0.4350000000,0.3250000000,13526,0.0002705200
0.4350000000,0.3750000000,12443,0.0002488600
0.4350000000,0.4250000000,12524,0.0002504800
0.4350000000,0.4750000000,12826,0.0002565200
0.4350000000,0.5250000000,13332,0.0002666400
0.4350000000,0.5750000000,13599,0.0002719800
0.4350000000,0.6250000000,14386,0.0002877200
0.4350000000,0.6750000000,15048,0.0003009600
0.4350000000,0.7250000000,16549,0.0003309800
0.4350000000,0.7750000000,18247,0.0003649400
0.4350000000,0.8250000000,21667,0.0004333400
0.4350000000,0.8750000000,27918,0.0005583600
0.4350000000,0.9250000000,59847,0.0011969400
0.4350000000,0.9750000000,0,0.0000000000
0.4450000000,0.0250000000,0,0.0000000000
0.4450000000,0.0750000000,0,0.0000000000
0.4450000000,0.1250000000,0,0.0000000000
0.4450000000,0.1750000000,0,0.0000000000
0.4450000000,0.2250000000,1328,0.0000265600
0.4450000000,0.2750000000,7168,0.0001433600
0.4450000000,0.3250000000,11465,0.0002293000
0.4450000000,0.3750000000,12571,0.0002514200
0.4450000000,0.4250000000,12858,0.0002571600
0.4450000000,0.4750000000,12962,0.0002592400
0.4450000000,0.5250000000,13368,0.0002673600
0.4450000000,0.5750000000,13857,0.0002771400
0.4450000000,0.6250000000,14351,0.0002870200
0.4450000000,0.6750000000,15399,0.0003079800
0.4450000000,0.7250000000,16442,0.0003288400
0.4450000000,0.7750000000,18284,0.0003656800
0.4450000000,0.8250000000,21251,0.0004250200
0.4450000000,0.8750000000,27591,0.0005518200
0.4450000000,0.9250000000,61967,0.0012393400
0.4450000000,0.9750000000,0,0.0000000000
0.4550000000,0.0250000000,0,0.0000000000
0.4550000000,0.0750000000,0,0.0000000000
0.4550000000,0.1250000000,0,0.0000000000
0.4550000000,0.1750000000,0,0.0000000000
0.4550000000,0.2250000000,1447,0.0000289400
0.4550000000,0.2750000000,7151,0.0001430200
0.4550000000,0.3250000000,11105,0.0002221000
0.4550000000,0.3750000000,12855,0.0002571000
0.4550000000,0.4250000000,12958,0.0002591600
0.4550000000,0.4750000000,13012,0.0002602400
0.4550000000,0.5250000000,13336,0.0002667200
0.4550000000,0.5750000000,14053,0.0002810600
0.4550000000,0.6250000000,14405,0.0002881000
0.4550000000,0.6750000000,15280,0.0003056000
0.4550000000,0.7250000000,16585,0.0003317000
0.4550000000,0.7750000000,18176,0.0003635200
0.4550000000,0.8250000000,21205,0.0004241000
0.4550000000,0.8750000000,26510,0.0005302000
0.4550000000,0.9250000000,55357,0.0011071400
0.4550000000,0.9750000000,9701,0.0001940200
0.4650000000,0.0250000000,0,0.0000000000
0.4650000000,0.0750000000,0,0.0000000000
0.4650000000,0.1250000000,0,0.0000000000
0.4650000000,0.1750000000,0,0.0000000000
0.4650000000,0.2250000000,1794,0.0000358800
0.4650000000,0.2750000000,7758,0.0001551600
0.4650000000,0.3250000000,11300,0.0002260000
0.4650000000,0.3750000000,12689,0.0002537800
0.4650000000,0.4250000000,13000,0.0002600000
0.4650000000,0.4750000000,12820,0.0002564000
0.4650000000,0.5250000000,13497,0.0002699400
0.4650000000,0.5750000000,13737,0.0002747400
0.4650000000,0.6250000000,14416,0.0002883200
0.4650000000,0.6750000000,15122,0.0003024400
0.4650000000,0.7250000000,16567,0.0003313400
0.4650000000,0.7750000000,18354,0.0003670800
0.4650000000,0.8250000000,20978,0.0004195600
0.4650000000,0.8750000000,26143,0.0005228600
0.4650000000,0.9250000000,47569,0.0009513800
0.4650000000,0.9750000000,19853,0.0003970600
0.4750000000,0.0250000000,0,0.0000000000
0.4750000000,0.0750000000,0,0.0000000000
0.4750000000,0.1250000000,0,0.0000000000
0.4750000000,0.1750000000,0,0.0000000000
0.4750000000,0.2250000000,1797,0.0000359400
0.4750000000,0.2750000000,7913,0.0001582600
0.4750000000,0.3250000000,11364,0.0002272800
0.4750000000,0.3750000000,12817,0.0002563400
0.4750000000,0.4250000000,12668,0.0002533600
0.4750000000,0.4750000000,13302,0.0002660400
0.4750000000,0.5250000000,13410,0.0002682000
0.4750000000,0.5750000000,13813,0.0002762600
0.4750000000,0.6250000000,14570,0.0002914000
0.4750000000,0.6750000000,15327,0.0003065400
0.4750000000,0.7250000000,16424,0.0003284800
0.4750000000,0.7750000000,18021,0.0003604200
0.4750000000,0.8250000000,20822,0.0004164400
0.4750000000,0.8750000000,26056,0.0005211200
0.4750000000,0.9250000000,43396,0.0008679200
0.4750000000,0.9750000000,25694,0.0005138800
0.4850000000,0.0250000000,0,0.0000000000
0.4850000000,0.0750000000,0,0.0000000000
0.4850000000,0.1250000000,0,0.0000000000
0.4850000000,0.1750000000,0,0.0000000000
0.4850000000,0.2250000000,2117,0.0000423400
0.4850000000,0.2750000000,8089,0.0001617800
0.4850000000,0.3250000000,11702,0.0002340400
0.4850000000,0.3750000000,12835,0.0002567000
0.4850000000,0.4250000000,12941,0.0002588200
0.4850000000,0.4750000000,13296,0.0002659200
0.4850000000,0.5250000000,13406,0.0002681200
0.4850000000,0.5750000000,14091,0.0002818200
0.4850000000,0.6250000000,14427,0.0002885400
0.4850000000,0.6750000000,15276,0.0003055200
0.4850000000,0.7250000000,16493,0.0003298600
0.4850000000,0.7750000000,18199,0.0003639800
0.4850000000,0.8250000000,20868,0.0004173600
0.4850000000,0.8750000000,25579,0.0005115800
0.4850000000,0.9250000000,40873,0.0008174600
0.4850000000,0.9750000000,30488,0.0006097600
0.4950000000,0.0250000000,0,0.0000000000
0.4950000000,0.0750000000,0,0.0000000000
0.4950000000,0.1250000000,0,0.0000000000
0.4950000000,0.1750000000,0,0.0000000000
0.4950000000,0.2250000000,2318,0.0000463600
0.4950000000,0.2750000000,8408,0.0001681600
0.4950000000,0.3250000000,11708,0.0002341600
0.4950000000,0.3750000000,12958,0.0002591600
0.4950000000,0.4250000000,12989,0.0002597800
0.4950000000,0.4750000000,13245,0.0002649000
0.4950000000,0.5250000000,13571,0.0002714200
0.4950000000,0.5750000000,13816,0.0002763200
0.4950000000,0.6250000000,14372,0.0002874400
0.4950000000,0.6750000000,15339,0.0003067800
0.4950000000,0.7250000000,16281,0.0003256200
0.4950000000,0.7750000000,17984,0.0003596800
0.4950000000,0.8250000000,20572,0.0004114400
0.4950000000,0.8750000000,25197,0.0005039400
0.4950000000,0.9250000000,39090,0.0007818000
0.4950000000,0.9750000000,34671,0.0006934200
0.5050000000,0.0250000000,0,0.0000000000
0.5050000000,0.0750000000,0,0.0000000000
0.5050000000,0.1250000000,0,0.0000000000
0.5050000000,0.1750000000,0,0.0000000000
0.5050000000,0.2250000000,2646,0.0000529200
0.5050000000,0.2750000000,8619,0.0001723800
0.5050000000,0.3250000000,12051,0.0002410200
0.5050000000,0.3750000000,12926,0.0002585200
0.5050000000,0.4250000000,13061,0.0002612200
0.5050000000,0.4750000000,13424,0.0002684800
0.5050000000,0.5250000000,13464,0.0002692800
0.5050000000,0.5750000000,13892,0.0002778400
0.5050000000,0.6250000000,14189,0.0002837800
0.5050000000,0.6750000000,15326,0.0003065200
0.5050000000,0.7250000000,16382,0.0003276400
0.5050000000,0.7750000000,17982,0.0003596400
0.5050000000,0.8250000000,20269,0.0004053800
0.5050000000,0.8750000000,24536,0.0004907200
0.5050000000,0.9250000000,37881,0.0007576200
0.5050000000,0.9750000000,38265,0.0007653000
0.5150000000,0.0250000000,0,0.0000000000
0.5150000000,0.0750000000,0,0.0000000000
0.5150000000,0.1250000000,0,0.0000000000
0.5150000000,0.1750000000,0,0.0000000000
0.5150000000,0.2250000000,3013,0.0000602600
0.5150000000,0.2750000000,8944,0.0001788800
0.5150000000,0.3250000000,12157,0.0002431400
0.5150000000,0.3750000000,13009,0.0002601800
0.5150000000,0.4250000000,13227,0.0002645400
0.5150000000,0.4750000000,13349,0.0002669800
0.5150000000,0.5250000000,13487,0.0002697400
0.5150000000,0.5750000000,13931,0.0002786200
0.5150000000,0.6250000000,14620,0.0002924000
0.5150000000,0.6750000000,15344,0.0003068800
0.5150000000,0.7250000000,16385,0.0003277000
0.5150000000,0.7750000000,17983,0.0003596600
0.5150000000,0.8250000000,20246,0.0004049200
0.5150000000,0.8750000000,24640,0.0004928000
0.5150000000,0.9250000000,35997,0.0007199400
0.5150000000,0.9750000000,41129,0.0008225800
0.5250000000,0.0250000000,0,0.0000000000
0.5250000000,0.0750000000,0,0.0000000000
0.5250000000,0.1250000000,0,0.0000000000
0.5250000000,0.1750000000,0,0.0000000000
0.5250000000,0.2250000000,3439,0.0000687800
0.5250000000,0.2750000000,9299,0.0001859800
0.5250000000,0.3250000000,12300,0.0002460000
0.5250000000,0.3750000000,13183,0.0002636600
0.5250000000,0.4250000000,13527,0.0002705400
0.5250000000,0.4750000000,13638,0.0002727600
0.5250000000,0.5250000000,13625,0.0002725000
0.5250000000,0.5750000000,14397,0.0002879400
0.5250000000,0.6250000000,14657,0.0002931400
0.5250000000,0.6750000000,15496,0.0003099200
0.5250000000,0.7250000000,16413,0.0003282600
0.5250000000,0.7750000000,17926,0.0003585200
0.5250000000,0.8250000000,20236,0.0004047200
0.5250000000,0.8750000000,24855,0.0004971000
0.5250000000,0.9250000000,35038,0.0007007600
0.5250000000,0.9750000000,44231,0.0008846200
0.5350000000,0.0250000000,0,0.0000000000
0.5350000000,0.0750000000,0,0.0000000000
0.5350000000,0.1250000000,0,0.0000000000
0.5350000000,0.1750000000,0,0.0000000000
0.5350000000,0.2250000000,3839,0.0000767800
0.5350000000,0.2750000000,9747,0.0001949400
0.5350000000,0.3250000000,12552,0.0002510400
0.5350000000,0.3750000000,13268,0.0002653600
0.5350000000,0.4250000000,13364,0.0002672800
0.5350000000,0.4750000000,13694,0.0002738800
0.5350000000,0.5250000000,13633,0.0002726600
0.5350000000,0.5750000000,13983,0.0002796600
0.5350000000,0.6250000000,14493,0.0002898600
0.5350000000,0.6750000000,15360,0.0003072000
0.5350000000,0.7250000000,16428,0.0003285600
0.5350000000,0.7750000000,17926,0.0003585200
0.5350000000,0.8250000000,20261,0.0004052200
0.5350000000,0.8750000000,24331,0.0004866200
0.5350000000,0.9250000000,34424,0.0006884800
0.5350000000,0.9750000000,46634,0.0009326800
0.5450000000,0.0250000000,0,0.0000000000
0.5450000000,0.0750000000,0,0.0000000000
0.5450000000,0.1250000000,0,0.0000000000
0.5450000000,0.1750000000,2,0.0000000400
0.5450000000,0.2250000000,4270,0.0000854000
0.5450000000,0.2750000000,9998,0.0001999600
0.5450000000,0.3250000000,12902,0.0002580400
0.5450000000,0.3750000000,13426,0.0002685200
0.5450000000,0.4250000000,13460,0.0002692000
0.5450000000,0.4750000000,13467,0.0002693400
0.5450000000,0.5250000000,13871,0.0002774200
0.5450000000,0.5750000000,14206,0.0002841200
0.5450000000,0.6250000000,14759,0.0002951800
0.5450000000,0.6750000000,15411,0.0003082200
0.5450000000,0.7250000000,16369,0.0003273800
0.5450000000,0.7750000000,17722,0.0003544400
0.5450000000,0.8250000000,20114,0.0004022800
0.5450000000,0.8750000000,23772,0.0004754400
0.5450000000,0.9250000000,33022,0.0006604400
0.5450000000,0.9750000000,49162,0.0009832400
0.5550000000,0.0250000000,0,0.0000000000
0.5550000000,0.0750000000,0,0.0000000000
0.5550000000,0.1250000000,0,0.0000000000
0.5550000000,0.1750000000,33,0.0000006600
0.5550000000,0.2250000000,4799,0.0000959800
0.5550000000,0.2750000000,10312,0.0002062400
0.5550000000,0.3250000000,13053,0.0002610600
0.5550000000,0.3750000000,13500,0.0002700000
0.5550000000,0.4250000000,13430,0.0002686000
0.5550000000,0.4750000000,13704,0.0002740800
0.5550000000,0.5250000000,13895,0.0002779000
0.5550000000,0.5750000000,13886,0.0002777200
0.5550000000,0.6250000000,14720,0.0002944000
0.5550000000,0.6750000000,15509,0.0003101800
0.5550000000,0.7250000000,16422,0.0003284400
0.5550000000,0.7750000000,17785,0.0003557000
0.5550000000,0.8250000000,20096,0.0004019200
0.5550000000,0.8750000000,24045,0.0004809000
0.5550000000,0.9250000000,32638,0.0006527600
0.5550000000,0.9750000000,51799,0.0010359800
0.5650000000,0.0250000000,0,0.0000000000
0.5650000000,0.0750000000,0,0.0000000000
0.5650000000,0.1250000000,0,0.0000000000
0.5650000000,0.1750000000,109,0.0000021800
0.5650000000,0.2250000000,5230,0.0001046000
0.5650000000,0.2750000000,10865,0.0002173000
0.5650000000,0.3250000000,13302,0.0002660400
0.5650000000,0.3750000000,13611,0.0002722200
0.5650000000,0.4250000000,13822,0.0002764400
0.5650000000,0.4750000000,14026,0.0002805200
0.5650000000,0.5250000000,14026,0.0002805200
0.5650000000,0.5750000000,14330,0.0002866000
0.5650000000,0.6250000000,14852,0.0002970400
0.5650000000,0.6750000000,15644,0.0003128800
0.5650000000,0.7250000000,16315,0.0003263000
0.5650000000,0.7750000000,17856,0.0003571200
0.5650000000,0.8250000000,20092,0.0004018400
0.5650000000,0.8750000000,23688,0.0004737600
0.5650000000,0.9250000000,32527,0.0006505400
0.5650000000,0.9750000000,53673,0.0010734600
0.5750000000,0.0250000000,0,0.0000000000
0.5750000000,0.0750000000,0,0.0000000000
0.5750000000,0.1250000000,0,0.0000000000
0.5750000000,0.1750000000,221,0.0000044200
0.5750000000,0.2250000000,6067,0.0001213400
0.5750000000,0.2750000000,11347,0.0002269400
0.5750000000,0.3250000000,13425,0.0002685000
0.5750000000,0.3750000000,13671,0.0002734200
0.5750000000,0.4250000000,13851,0.0002770200
0.5750000000,0.4750000000,13961,0.0002792200
0.5750000000,0.5250000000,14165,0.0002833000
0.5750000000,0.5750000000,14310,0.0002862000
0.5750000000,0.6250000000,14741,0.0002948200
0.5750000000,0.6750000000,15366,0.0003073200
0.5750000000,0.7250000000,16502,0.0003300400
0.5750000000,0.7750000000,17754,0.0003550800
0.5750000000,0.8250000000,19862,0.0003972400
0.5750000000,0.8750000000,23565,0.0004713000
0.5750000000,0.9250000000,31629,0.0006325800
0.5750000000,0.9750000000,55725,0.0011145000
0.5850000000,0.0250000000,0,0.0000000000
0.5850000000,0.0750000000,0,0.0000000000
0.5850000000,0.1250000000,0,0.0000000000
0.5850000000,0.1750000000,384,0.0000076800
0.5850000000,0.2250000000,6511,0.0001302200
0.5850000000,0.2750000000,11572,0.0002314400
0.5850000000,0.3250000000,13850,0.0002770000
0.5850000000,0.3750000000,13825,0.0002765000
0.5850000000,0.4250000000,13904,0.0002780800
0.5850000000,0.4750000000,13967,0.0002793400
0.5850000000,0.5250000000,14030,0.0002806000
0.5850000000,0.5750000000,14381,0.0002876200
0.5850000000,0.6250000000,15105,0.0003021000
0.5850000000,0.6750000000,15600,0.0003120000
